job_title,company_name,location,summary,salary
Game Designer / Mobile Free to Play (F2P) Games,Jobspring,"Los Angeles, CA 90019","Experience designing for games on a Mobile Platform.
Experience creating games from the ground up that run on Unity Engine, Unreal, or a Proprietary Gaming…","$110,000 - $115,000 a year"
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
Augmented Reality Designer,Clutch,Anywhere,"Experienced creating games and/or immersive training within Unity 3D.
Clutch is seeking an Augmented Reality Designer who has experience optimizing existing…",Not Posted
"FT Faculty, Game Designer in Residence",Maryland Institute College of Art,Anywhere,"A diverse interest in games and play including tabletop games, games as art, games for change, urban games, etc...",Not Posted
Senior Unreal Level Designer,Bruner House,Anywhere,As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Technical Sound Designer,HI-REZ STUDIOS,Anywhere,"Provide technical support for sound designers across multiple games.
3+ years in a technical sound designer role in the games industry.",Not Posted
Senior Industrial Designer,"Razer USA, Ltd.",Anywhere,Responsible for leadership of assigned projects as well as the mentorship of contributing lower-ranking designers.,Not Posted
Analog IC Designer,Apple,Anywhere,"Deep knowledge of ADC/DAC architectures and knowing which are suitable for given applications.
Deep knowledge of band-gaps, bias, op-amps, switched-cap circuits…",Not Posted
Senior Multiplayer Game Designer,Ubisoft,Anywhere,"Has the ability and desire to mentor other game designers in the fundamentals of game design.
Mentor or manage one or more game designers directly.",Not Posted
Product Owner,InCrowd,Anywhere,"Guide a cross-functional agile product team with 3-5 engineers, a scrum master, and a UI designer.
Derive product insights through customer interactions,…",Not Posted
Instructional Designer,Asurion,Anywhere,"From lost, stolen, and damaged wireless handsets to malfunctioning computers, gaming systems, and more, Asurion provides worldwide best-in-class premier support…",Not Posted
Senior Technical Designer,Electronic Arts,Anywhere,"The Senior Technical designer may also be called upon as one of the project’s technical experts on a specific game element.
Experience in Unreal is also a plus.",Not Posted
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Game Art Illustrator & Animator,"Variant Labs, LLC","Foster City, CA","You will be responsible for creating modern, cutting-edge user-interface designs and game art while reporting directly to the senior UI designer.","$60,000 - $90,000 a year"
Junior Visual Designer - Games,eXcell,"Redmond, WA 98052","A passion for games a plus.
Previous experience as a designer in the entertainment industry.
Design and execute game assets to be used across the library of…",Not Posted
Game Designer / Mobile Free to Play (F2P) Games,Jobspring,"Los Angeles, CA 90019","Experience designing for games on a Mobile Platform.
Experience creating games from the ground up that run on Unity Engine, Unreal, or a Proprietary Gaming…","$110,000 - $115,000 a year"
Lead Product Designer,Lottery.com,"Austin, TX","Managing product designers: 2 years (Required).
2+ years of experience actively mentoring or directly managing other product designers.","$100,000 - $160,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
3D Designer,AT&T,"Middletown, NJ 07748","Experience working with Unity 3D game engine.
Responsibilities include working closely with the existing team to design high quality and performance-oriented 3D…",$60 - $80 an hour
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Associate Quality Assurance Engineer,Age of Learning,Anywhere,"Gaming room including an Arcade (2,000+ games).
This entry-level role is for a motivated, collaborative, and detail-oriented individual who is eager to…",Not Posted
Game Design Internship,CharityWars.org,Anywhere,"And after you start the internship, this quiz will work as the starting point for your 3 month project, and you will expand it into a full adventure.",Not Posted
Senior SP Game Designer,"Operating Company INFINITY WARD, INC.",Anywhere,This role is for a technically-capable level designer who can both lay out geo and script the content to completion.,Not Posted
Sales Engineer,Examity,Anywhere,"3+ years of experience as a sales engineer or systems engineering designer.
Reporting to the Business Development & Retention Manager, the Sales Engineer will…",Not Posted
Senior Designer,Bluepoint Games,Anywhere,"Solid foundation in game design principles.
Ability to perform low level game scripting tasks.
At least 5 years of professional experience in the game…",Not Posted
CONTRACT - Product Marketing Coordinator,Nintendo of America Inc.,Anywhere,"Prepares documentation and communicates game details to Sales and Marketing group.
Works closely with designers and management to secure the appropriate brand…",Not Posted
Graphic Designer,"Miltenyi Biotec, Inc.",Anywhere,Functions as key graphic designer and programmer for eLearning tools used by the regional training organization in North America.,Not Posted
3D Artist,TikTok,Anywhere,"Also communicate with other departments and non-designers in a professional and positive manner.
Minimum 5 years of experience in games, mobile apps, or other…",Not Posted
Graphic Designer,Quintevents,Anywhere,"Company-sponsored health insurance with HSA.
Retirement plan with company match·.
Company-paid life and short-term disability insurance.",Not Posted
Instructional Designer,"JHT, Inc.",Anywhere,"Develop modes of assessment, such as tests, quizzes or game-based evaluations.
Work for this position will primarily be performed at the JHT facility in Orlando…",Not Posted
Sound Designer,Hexany Audio,"Bell Gardens, CA 90201","Designing awesome sounds for all types of games/VR experiences.
This is a full-time salaried position in-house.
Mixing in stereo and surround formats.","$50,000 - $75,000 a year"
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Unity/C# Video Game Programmer,Artix Entertainment LLC,"Lutz, FL 33558","Proficiency in Unity game engine.
Contribute to game design and architectural discussions, and be responsible for the implementation.",Not Posted
JUNIOR GRAPHIC DESIGNER,Gamers Paradise,Anywhere,"Discounts on video game merchandise, gaming lounge and more.
The successful candidate should have an intimate understanding of how marketing campaigns work,…",Not Posted
Environment Artist,Bad Rhino Game,Anywhere,"5+ years of experience in game development.
As an Environment Artist, you will work closely with designers, engineers and artists to create convincing, visually…",Not Posted
Paladins - Level Designer,HI-REZ STUDIOS,Anywhere,"AAA game development experience (shipped title).
Design and implement 3D levels using Unreal Engine 3 for an Online Multiplayer game.",Not Posted
Visual Designer - Mid to Senior,Bungie,Anywhere,"Familiarity with the Destiny games and universe.
Previous working experience in games across multiple platforms.",Not Posted
Principal Game Designer,MachineZone,Anywhere,"Reached End Game in one of MZ’s games or similar games.
Strong analytical abilities and able to synthesize game systems and mechanics to improve game features…",Not Posted
Senior Level Designer,"Operating Company HIGH MOON STUDIOS, LLC.",Anywhere,"A minimum of 8 years of game design experience, shipping at least one title as a Lead or Senior Designer.
Review in-progress design work and provide regular…",Not Posted
Digital Associate Producer - Freelance,HBO,Anywhere,"Strong interest in virtual reality, augmented reality, video games, and A.I. preferred.
The HBO Digital Associate Producer supports HBO’s Digital Marketing…",Not Posted
Environment Artist,Deep Silver Volition,Anywhere,"3+ years of experience in game development creating environments.
Experience building environments in a game engine (Unreal4, Unity).",$24 - $82 an hour
"Game Developer / Engineer, Backend",Orchard Consulting,Anywhere,"Support microservices to provide APIs for games.
Designing and building game backend systems: 1 year (Required).
Deploy and scale our backend services in AWS.","$80,000 - $195,000 a year"
Systems Designer,SANZARU,Anywhere,"Combat and character mechanics: knowledge of game animation and game feel a big plus!
2+ years of industry experience working in games a plus.",Not Posted
Unity/C# Video Game Programmer,Artix Entertainment LLC,"Lutz, FL 33558","Proficiency in Unity game engine.
Contribute to game design and architectural discussions, and be responsible for the implementation.",Not Posted
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Sound Designer,Hexany Audio,"Bell Gardens, CA 90201","Designing awesome sounds for all types of games/VR experiences.
This is a full-time salaried position in-house.
Mixing in stereo and surround formats.","$50,000 - $75,000 a year"
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
3D Designer,AT&T,"Middletown, NJ 07748","Experience working with Unity 3D game engine.
Responsibilities include working closely with the existing team to design high quality and performance-oriented 3D…",$60 - $80 an hour
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
3D Designer,AT&T,"Middletown, NJ 07748","Experience working with Unity 3D game engine.
Responsibilities include working closely with the existing team to design high quality and performance-oriented 3D…",$60 - $80 an hour
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
LEVEL DESIGNER,Steamroller Studios,Anywhere,We are seeking self-sufficient mid-level designers with the passion and talent for creating exciting and memorable game worlds.,Not Posted
Visual Designer II,Microsoft,Anywhere,Comfort and success working “in the build” and have shipped products in the latest content creation and real-time 3D game engines.,Not Posted
Animator,Pure Imagination Studios,Anywhere,Collaborate with designers and artists to create animation assets that fulfill the requirements of the project’s game and visual design.,Not Posted
ELEARNING INSTRUCTION DESIGNER,Montefiore Medical Center,Anywhere,"As an instructional designer and online learning developer, you will act as an internal consultant to clinical and operational departments utilizing eLearning…",Not Posted
Graphic Designer,Quantum Mechanix,Anywhere,"Develop compelling marketing and packaging that differentiates the QMx brand, clicks with our customers and drives key initiatives.",Not Posted
Technical Designer,Defiant Studios,Anywhere,"Support designers in tuning and balancing key aspects of the game.
One or more games shipped as programmer or technical designer.",Not Posted
Freelance Graphic Designer,Ubisoft,Anywhere,"This individual will report to the Associate Creative Director and will be responsible for Designing and producing packaging, logos, and print ads and optimally…",Not Posted
Graphic Designer (Contract),Electronic Arts,Anywhere,"Design graphic devices, templates for social and retail channels and game logos.
Create online/console assets for banner, email, social media, web landing pages…",Not Posted
Level Designer,Gearbox Software,Anywhere,"Shipped games using Unreal 4 technology.
Mentorship and sharing of expertise with junior level designers and other design staff.",Not Posted
Senior Designer,Microsoft,Anywhere,"We are looking for a Senior Product Designer to design and build user interfaces and drive educational experiences across devices, with a focus on mobile device…",Not Posted
Sound Designer,Hexany Audio,"Bell Gardens, CA 90201","Designing awesome sounds for all types of games/VR experiences.
This is a full-time salaried position in-house.
Mixing in stereo and surround formats.","$50,000 - $75,000 a year"
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Unity/C# Video Game Programmer,Artix Entertainment LLC,"Lutz, FL 33558","Proficiency in Unity game engine.
Contribute to game design and architectural discussions, and be responsible for the implementation.",Not Posted
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
UI Artist/Designer,Tenacious Entertainment,Anywhere,"Design layouts, flows, and interactions for our game’s UI based off our game system designs.
Experience working on mobile and/or live service games.",Not Posted
Lead Gameplay Designer,Kabam,Anywhere,"5+ years working experience in console game development; experience shipping an action mobile game is a bonus.
Blueprint and/or game logic scripting.",Not Posted
Sr. Artist,Bad Rhino Game,Anywhere,"Expert abilities in modeling and texture game-ready assets.
Expert knowledge of content creation for video games and hardware such as VR or Consoles.",Not Posted
Game Design Internship,CharityWars.org,Anywhere,"And after you start the internship, this quiz will work as the starting point for your 3 month project, and you will expand it into a full adventure.",Not Posted
Senior Sound Designer,Survios,Anywhere,"VR game audio experience, including a solid understanding of HRTF.
The ideal candidate must have extensive experience in game audio sound design and…",Not Posted
Environment Artist,Deep Silver Volition,Anywhere,"3+ years of experience in game development creating environments.
Experience building environments in a game engine (Unreal4, Unity).",$24 - $82 an hour
Level Designer,Sony Interactive Entertainment PlayStation,Anywhere,"Implementing game scripting within a level.
Can use text or visual scripting systems to implement gameplay and debug game logic.",Not Posted
Level Designer (Contract),Magnopus,Anywhere,"Experience with mobile game design (or non-game design).
5+ years of game design experience.
Quickly prototype design ideas in-game and rapidly iterate via…",Not Posted
Economy Designer,FoxNext Games,Anywhere,"Strong sensitivity to gameplay and social game design, understanding how to build needs and emotions in the context of a game.",Not Posted
Game Design Manager,Pokemon Company International,Anywhere,"Demonstrable expertise in communicating mobile game industry standards like core loops, FTUE’s (First-Time User Experience), narrative gameplay, and “games as a…",Not Posted
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Game Art Illustrator & Animator,"Variant Labs, LLC","Foster City, CA","You will be responsible for creating modern, cutting-edge user-interface designs and game art while reporting directly to the senior UI designer.","$60,000 - $90,000 a year"
Junior Visual Designer - Games,eXcell,"Redmond, WA 98052","A passion for games a plus.
Previous experience as a designer in the entertainment industry.
Design and execute game assets to be used across the library of…",Not Posted
Game Designer / Mobile Free to Play (F2P) Games,Jobspring,"Los Angeles, CA 90019","Experience designing for games on a Mobile Platform.
Experience creating games from the ground up that run on Unity Engine, Unreal, or a Proprietary Gaming…","$110,000 - $115,000 a year"
Lead Product Designer,Lottery.com,"Austin, TX","Managing product designers: 2 years (Required).
2+ years of experience actively mentoring or directly managing other product designers.","$100,000 - $160,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
Game Director,TicToc Games,Anywhere,"Shipped multiple high quality products as a game director or game designer.
Be the vision holder for the game, driving the game experience for the team.",Not Posted
Associate Quality Assurance Engineer,Age of Learning,Anywhere,"Gaming room including an Arcade (2,000+ games).
This entry-level role is for a motivated, collaborative, and detail-oriented individual who is eager to…",Not Posted
Lead Level Designer,Ready at Dawn Studios,Anywhere,"3D game level building experience.
Passion for and broad knowledge of console games with an ability to critically analyze them.",Not Posted
SENIOR GAME DESIGNER,The Rogue Initiative,Anywhere,Expert understanding of various game type intricacies including first-person and third-person combat and exploration.,Not Posted
"Research Scientist, Optimization",Facebook,Anywhere,"Expertise in one or more of the following fields is preferred: linear programming, non-linear programming, queueing systems, game theory, operations management,…",Not Posted
Physical Design Engineer (Boston),Apple,Anywhere,Run Physical design verification flow at chip/block level and provide guidelines to fix LVS/DRC violations to other designers.,Not Posted
Senior Generalist Designer,Blind Squirrel Entertainment Inc,Anywhere,"Passion about games and game development a plus.
Proven experience in a professional game production pipeline.
Bachelor’s Degree or Industry equivalent.",Not Posted
Graphic Designer,Majesco,Anywhere,"The Job: We’re hiring a full-time, in-house graphic designer with experience in data visualization, web and presentation design.","$50,000 a year"
Senior Gameplay Designer,Electronic Arts,Anywhere,"Comfortable with technical implementation; using game editors, scripting languages and tools.
5+ years of experience designing gameplay systems for action games…",Not Posted
Production Summer Intern,"Take-Two Interactive Software, Inc.",Anywhere,"Private Division is a developer-focused publisher that empowers video game designers to develop the games that they are passionate about creating, while…",Not Posted
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Game Art Illustrator & Animator,"Variant Labs, LLC","Foster City, CA","You will be responsible for creating modern, cutting-edge user-interface designs and game art while reporting directly to the senior UI designer.","$60,000 - $90,000 a year"
Junior Visual Designer - Games,eXcell,"Redmond, WA 98052","A passion for games a plus.
Previous experience as a designer in the entertainment industry.
Design and execute game assets to be used across the library of…",Not Posted
Game Designer / Mobile Free to Play (F2P) Games,Jobspring,"Los Angeles, CA 90019","Experience designing for games on a Mobile Platform.
Experience creating games from the ground up that run on Unity Engine, Unreal, or a Proprietary Gaming…","$110,000 - $115,000 a year"
Lead Product Designer,Lottery.com,"Austin, TX","Managing product designers: 2 years (Required).
2+ years of experience actively mentoring or directly managing other product designers.","$100,000 - $160,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
3D Designer,AT&T,"Middletown, NJ 07748","Experience working with Unity 3D game engine.
Responsibilities include working closely with the existing team to design high quality and performance-oriented 3D…",$60 - $80 an hour
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Level Designer,Gearbox Software,Anywhere,"Shipped games using Unreal 4 technology.
Mentorship and sharing of expertise with junior level designers and other design staff.",Not Posted
Content Artist,Gearbox Software,Anywhere,"Contribute and interact with level designers, directors, concept artists and other art leads to achieve visual goals that match gameplay, aesthetic and…",Not Posted
Senior Concept Artist,Certain Affinity,Anywhere,"Collaborate closely with designers, programmers, and other game artists.
A bias for visual development and game design challenges.
Temporarily due to COVID-19.","$90,000 - $118,000 a year"
Associate Product Manager,Electronic Arts,Anywhere,"Help game designers to produce best in class feature designs that reflect current and future player needs.
Foosball, Ping-pong table, and Cornhole game.",Not Posted
CONTRACT - Product Marketing Coordinator,Nintendo of America Inc.,Anywhere,"Prepares documentation and communicates game details to Sales and Marketing group.
Works closely with designers and management to secure the appropriate brand…",Not Posted
Visual Effects Artist (VFX Artist),"Proletariat, Inc.",Anywhere,"Enjoys playing a wide variety of games.
The ideal candidate is familiar with industry standard, real-time FX tools, understands performance budgets, creates a…",Not Posted
Designer / Illustrator,PUBG Santa Monica,Anywhere,"4+ years of experience at an in-house team, ad-agency/digital agency, or game company.
The Designer / Illustrator will be a key player in helping to shape the…",Not Posted
Engineer,Aspen Technology,Anywhere,"Collaborate with product managers, product designers and developers to develop detailed product requirements and specifications for process engineering products…",Not Posted
Senior Level Designer (Narrative),ZeniMax Online Studios,Anywhere,"Experience with combat encounter design in a AAA game.
Background in architecture or paper/board game design.
Strong understanding of the discrete elements game…",Not Posted
"Senior Designer, Boys",Spin Master Ltd,Anywhere,"Minimum 8 years in the consumer products industry; game or toy design preferred.
The ideal candidate must be extremely creative with an understanding of toy and…",Not Posted
Sound Designer,Hexany Audio,"Bell Gardens, CA 90201","Designing awesome sounds for all types of games/VR experiences.
This is a full-time salaried position in-house.
Mixing in stereo and surround formats.","$50,000 - $75,000 a year"
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Unity/C# Video Game Programmer,Artix Entertainment LLC,"Lutz, FL 33558","Proficiency in Unity game engine.
Contribute to game design and architectural discussions, and be responsible for the implementation.",Not Posted
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Junior UI Designer,"Variant Labs, LLC","Foster City, CA","Work directly with junior UI designers to provide them game art, illustrations and animations when required.
Take new game specifications or guidelines and turn…","$50,000 - $75,000 a year"
Lead Unreal Engine Level Designer,Epoch Games,Anywhere,"The game is being developed using Epic Games' Unreal Engine 4 (UE4):
In this volunteer position you will be managing and coordinating the Level Design…",Not Posted
Lead Game Designer,Jam City,Anywhere,"Expert systems design and game tuning for free-to-play games.
Experience mentoring or managing other designers.
Unlimited Vacation, Paid Sick Days & Holidays*.",Not Posted
Combat Designer,"Obsidian Entertainment, Inc.",Anywhere,"A portfolio of combat systems built in a commercial 3D game engine.
Experience working on and a love of games with role-playing elements.",Not Posted
Lead Gameplay Designer,Kabam,Anywhere,"5+ years working experience in console game development; experience shipping an action mobile game is a bonus.
Blueprint and/or game logic scripting.",Not Posted
Senior Generalist Designer,Blind Squirrel Entertainment Inc,Anywhere,"Passion about games and game development a plus.
Proven experience in a professional game production pipeline.
Bachelor’s Degree or Industry equivalent.",Not Posted
Level Designer (Contract),Magnopus,Anywhere,"Experience with mobile game design (or non-game design).
5+ years of game design experience.
Quickly prototype design ideas in-game and rapidly iterate via…",Not Posted
QA Localization Tester- Bilingual Castilian Spanish/English,2K Games,Anywhere,"Test fixes for programmers and designers.
Reproduce issues for programmers and designers.
Testing experience with multiple games on multiple platforms.",Not Posted
Senior Systems Designer,Singularity 6,Anywhere,"Experience creating systems and content for free to play games.
Provide feedback and advice on all aspects of the game’s design.",Not Posted
Software Engineer/ App Designer,Empire Gaming Lounge,Anywhere,"Construct a multi-purpose app.
Bachelors (information technology) or related coursework required.
5+ years experience in app development and software…",Not Posted
Unity Game Engineer,TapBlaze,Anywhere,"Create tools for game designers and other developers to use when necessary.
The ideal candidate loves creating games and has shipped at least one mobile game…","$65,000 - $95,000 a year"
Graphic Designer,MasterPieces Puzzle Company,"Oro Valley, AZ","The ability to take art direction and use it to enhance the overall concept and design aesthetic.
Working with multiple licensor style guides to develop…",Not Posted
Game Art Illustrator & Animator,"Variant Labs, LLC","Foster City, CA","You will be responsible for creating modern, cutting-edge user-interface designs and game art while reporting directly to the senior UI designer.","$60,000 - $90,000 a year"
Junior Visual Designer - Games,eXcell,"Redmond, WA 98052","A passion for games a plus.
Previous experience as a designer in the entertainment industry.
Design and execute game assets to be used across the library of…",Not Posted
Game Designer / Mobile Free to Play (F2P) Games,Jobspring,"Los Angeles, CA 90019","Experience designing for games on a Mobile Platform.
Experience creating games from the ground up that run on Unity Engine, Unreal, or a Proprietary Gaming…","$110,000 - $115,000 a year"
Lead Product Designer,Lottery.com,"Austin, TX","Managing product designers: 2 years (Required).
2+ years of experience actively mentoring or directly managing other product designers.","$100,000 - $160,000 a year"
Unity Game Designer,IGG,"Fremont, CA 94538 (Baylands area)","Mobile game: 2 years (Preferred).
You obsessively deconstruct your own experiences while playing games, and can clearly analyze and articulate the reasons…","$60,000 - $80,000 a year"
3D Designer,AT&T,"Middletown, NJ 07748","Experience working with Unity 3D game engine.
Responsibilities include working closely with the existing team to design high quality and performance-oriented 3D…",$60 - $80 an hour
Senior UI Game Designer,"Variant Labs, LLC","Foster City, CA","Supervise junior UI and game art designers, review their work and provide constructive criticism.
Complete quarterly review reports on each designer.","$80,000 - $180,000 a year"
Senior Unreal Level Designer,Bruner House,"San Rafael, CA 94901",As the senior level designer you'll be part of a creative team developing an innovative and highly creative narrative based game on a major IP.,$35 - $50 an hour
Software Engineer/ App Designer,Empire Gaming Lounge,Anywhere,"Construct a multi-purpose app.
Bachelors (information technology) or related coursework required.
5+ years experience in app development and software…",Not Posted
Unity Game Engineer,TapBlaze,Anywhere,"Create tools for game designers and other developers to use when necessary.
The ideal candidate loves creating games and has shipped at least one mobile game…","$65,000 - $95,000 a year"
Instructional Designer - Library Learning Resources,El Camino College,Anywhere,"Familiarity with a broad range of pedagogical approaches (e.g., game-based learning, student-centered design, interest-driven learning, culturally relevant…","$6,113 a month"
Systems Designer,Hardsuit Labs,Anywhere,You are the advocate for the player and work directly with engineers and designers to develop engaging systems that turn button presses and trigger pulls into…,Not Posted
Senior Quest Designer,ZeniMax Media Inc.,Anywhere,"Experience shipping a AAA game or patching/maintaining a live game.
Experience creating mods or content for BGS games using the CreationKit.",Not Posted
Art Support Internship,Unconditional Studios,Anywhere,"Create specifications for exporting artwork to the game engine.
Work collaboratively with teams of artists, designers, quality controllers, and engineers.",Not Posted
Software Engineer,Demiurge Studios,Anywhere,"Work closely with art and design to understand and define game features and system requirements.
If you have a passion for games and a love for programming, we…",Not Posted
Senior Systems Designer,Certain Affinity,Anywhere,"A deep passion for games.
Player mechanics, game mechanics, game modes, inventory syst: 3 years (Required).
Proven ability to create innovative gameplay systems…","$70,000 - $95,000 a year"
Senior Product Designer,Catalyst Software,Anywhere,"Present designs to designers, engineers, PMs, and leadership on a regular basis.
Help mentor product designers, product managers, and engineering managers to be…",Not Posted
